Country,New Cases Predict,R-squared score,Mean Squared Error,Root Mean Squared Error,Mean Absolute Error
Cuba,12.0,-4.144051654077953,2138.526460879571,46.244204619385236,40.651657147040105
Curacao,0.0,-0.20754672746565084,166.5077452857944,12.903788020802047,5.4987957423665605
Cyprus,5.0,-1.3804320042276665,184.3328241231304,13.576922483505987,11.261271420012548
Czechia,78.0,-0.8236069899445044,1209216.64205057,1099.6438705556313,767.8247999378447
Democratic Republic of Congo,43.0,-7.136427847825772,2901.750612670196,53.86789964970043,47.063408670284666
Denmark,65.0,-1.3249919964208603,65828.32879357897,256.57031939329806,185.86336056980838
Djibouti,24.0,-2.9722179715458936,1173.904100786375,34.26228394001741,28.118749440515206
Dominica,0.0,-0.017351033205933897,0.7278119995684481,0.8531189832423424,0.2680444409913759
Dominican Republic,322.0,-2.668464564929991,651921.4990068129,807.4165585413845,592.9342143091669
Ecuador,419.0,-1.23182478371243,577780.6059907866,760.1188104439901,644.9060841021028
Egypt,444.0,-179.39414437038408,300149.28918283916,547.8588223099443,493.42743000847753
El Salvador,77.0,-2.966240776515624,68325.32024761559,261.391125036057,192.21308451076368
England,0.0,1.0,0.0,0.0,0.0
Equatorial Guinea,23.0,-2.7029500025904505,711.8500929462515,26.68051897820302,22.433057415912504
Eritrea,1.0,-0.19135885778173845,20.134316885370172,4.487127910520289,2.4056547677734397
Estonia,10.0,-3.9851447099268587,1290.9930517010803,35.93039175546351,30.196274760873234
Eswatini,12.0,-3.0578407436493933,2692.456396419681,51.888885095169286,38.66221631153873
Ethiopia,79.0,-5.165224433308827,947452.3949679417,973.3716633269851,871.567399580452
Faeroe Islands,1.0,-0.1760512685618525,55.58003756562109,7.455202047270154,3.679745163545956
Falkland Islands,0.0,0.0,0.003795961456391365,0.06161137440758293,0.061611374407582915
Fiji,0.0,-0.01958179275004812,0.11015100260293448,0.3318900459533767,0.19314738559552486
Finland,35.0,-0.9243129699956945,1799.7234017399885,42.423147004200295,33.68679833242318
France,853.0,-1.594306437510724,59011475.96596453,7681.89273330242,5934.046689444999
French Guiana,37.0,-4.634261418541263,2651.297785175325,51.49075436595705,42.77191049573795
French Polynesia,0.0,-0.9045982490552817,1536.8884545550616,39.20316893511367,27.21031776862714
Gabon,35.0,-0.2677140125732065,2228.9499008318326,47.21175596005546,38.04862679503933
Gambia,2.0,-0.5426682658825233,5402.672188545752,73.502871974813,50.94168555750113
Georgia,6.0,-0.5682401370791568,16287.023901598885,127.62062490678724,76.82511071400825
Germany,992.0,-2.122639411092776,852346.7900890086,923.2262940845048,821.5419597073885
Ghana,175.0,0.10378541173656397,25176.010781509958,158.6695017371327,127.35978237078442
Gibraltar,1.0,-0.6508378131752175,14.241304435077794,3.773765286166827,2.6737627223991924
Greece,21.0,-6.94608782581832,54364.638674047244,233.16225825387616,205.8236206785229
Greenland,0.0,0.0,0.004402416836998271,0.06635071090047394,0.06635071090047394
Grenada,0.0,0.0,0.012937714786280625,0.11374407582938385,0.1137440758293839
Guadeloupe,1.0,-0.12798702383113136,51037.38590558941,225.91455443505495,77.68071878200381
Guam,2.0,-1.1143737201786248,1988.0579316141889,44.5876432614933,33.21402867752151
Guatemala,232.0,-3.755524982192312,496275.3354237872,704.4681223616773,566.8199140636796
Guernsey,1.0,-16.443001938090223,1.3125612853171889,1.1456706705319766,1.1123455830937765
Guinea,34.0,-0.4358766003149237,1633.8523795495298,40.42093986474745,31.775249469379304
Guinea-Bissau,9.0,-2.164507237712276,967.7847243559228,31.10923856920839,25.07670007980645
Guyana,2.0,-1.4898747249876436,2327.5985951688704,48.245192456542966,37.54867068635464
Haiti,35.0,-6.132611355056789,2396.024530064815,48.94920356925958,39.80907133432004
Honduras,194.0,-3.8085859946769904,249457.5704898548,499.45727594045,422.6731931003256
Hong Kong,0.0,1.0,0.0,0.0,0.0
Hungary,21.0,-0.8970048930856256,266883.20397242927,516.6073982943229,341.4494869517891
Iceland,9.0,0.4276227125125772,136.25255971306356,11.672727175474614,9.236414695843171
India,7767.0,-23.313348820452152,4609820777.259172,67895.6609604706,67427.78711832802
Indonesia,514.0,-5.944664809479996,6007015.12895573,2450.9212816726144,2414.7441535234243
Iran,1429.0,-6.189865259332844,1994761.7630782735,1412.360351708541,1108.7671221384237
Iraq,575.0,-27.074537657760885,11262062.619354485,3355.899673612798,3310.9823634527233
Ireland,123.0,-1.2280517480071973,23983.75136938612,154.8668827392936,126.77900669118662
Isle of Man,2.0,-38.52026818016492,2.4215590285078217,1.5561359286732703,1.536321964105353
Israel,333.0,-1.3821966551668408,8485896.393581165,2913.0561947173564,2420.1278066972263
Italy,1173.0,-2.0588183024267583,861889.1024547069,928.3798266090807,858.0462105395005
Jamaica,4.0,-1.8190803088523047,13449.738967058132,115.9730096490478,88.10073325222727
Japan,163.0,-2.992940795311607,543392.0974257578,737.1513395672274,634.4437883614326
Jersey,2.0,-0.42823121263431463,1.9920773968213097,1.4114097196850068,1.1379393512927336
Jordan,6.0,-0.44981858652519735,63083.98890633267,251.16526214095109,139.42406558060677
Kazakhstan,422.0,-1.134731117506763,2061943.517027428,1435.946906061442,942.4857413619097
Kenya,94.0,-3.2287180374004496,182968.63571248163,427.74833221472835,296.88161156230655
Kiribati,0.0,1.0,0.0,0.0,0.0
Kosovo,38.0,-4.318265438425566,17911.320567175422,133.8331818615078,102.9832933325818
Kuwait,315.0,-9.170699040661054,171903.28012490866,414.61220450549774,369.10703099986597
Kyrgyzstan,170.0,-6.64457083669006,139912.61598493284,374.0489486483458,283.29891447130893
Laos,0.0,-0.026146862367409485,0.08162845236784554,0.2857069344062995,0.1377515344573071
Latvia,6.0,-0.005258946823393673,188.20198110165595,13.718672716471369,7.969591782207751
Lebanon,21.0,-4.075389053619382,340765.9203414611,583.751591296727,537.3121746562039
Lesotho,3.0,-1.1246598526276599,1306.273538116681,36.142406368650676,26.06357833282171
Liberia,6.0,-1.0828388092440582,31.02371893672203,5.569893978948076,4.267286446203525
Libya,16.0,-4.680595226995991,283051.7982582639,532.0261255410902,493.3291119571129
Liechtenstein,0.0,-0.04413559873290818,0.4663674724789286,0.6829110282305658,0.5767495187890409
Lithuania,10.0,-1.1260191830239008,2447.9171135700444,49.47642987898424,36.68725924754729
Luxembourg,26.0,-0.5343480098560072,1652.6639311578085,40.65296952447396,34.57150294127539
Madagascar,51.0,-3.296332674965761,25377.399109658927,159.30285342597892,113.9323032442278
Malawi,19.0,-0.47845942735611824,1506.6244569093478,38.81526061885129,28.642071237910386
Malaysia,42.0,0.042343571814872694,1627.6195852919257,40.343767613993684,28.034970327473165
Maldives,18.0,-4.3929276049876815,8995.156860359215,94.8428007829757,88.51037215445572
Mali,11.0,-0.03082405829785073,265.6201725151917,16.297857911860433,10.700167866365753
Malta,4.0,-3.954576909904577,1458.5763120008903,38.1913119963283,34.439049024939784
Marshall Islands,0.0,1.0,0.0,0.0,0.0
Martinique,1.0,-0.11571660792842797,2364.86104837373,48.62983701775824,17.61217715368204
Mauritania,30.0,-6.961207025983567,1322.2193428690373,36.36233412294977,28.507957176418923
Mauritius,2.0,-2.6765723037852727,13.413906368231352,3.662500016140799,3.1147246218825093
Mayotte,14.0,0.098509824238181,1406.0373408510407,37.497164437475014,22.061857099633016
Mexico,2263.0,-5.2810572155510895,21902907.58769802,4680.054229140728,3870.7701961629373
Micronesia (country),0.0,1.0,0.0,0.0,0.0
Moldova,115.0,-3.635595173797853,137680.89659922945,371.0537651058529,341.4343478405421
Monaco,0.0,-0.9169600848802952,6.440697388114339,2.5378529090777384,1.9128770250197615
Mongolia,1.0,-1.4304190122813325,1.994759382829129,1.4123595090589114,1.2853915044636859
Montenegro,15.0,-1.041680376941792,19355.027916823903,139.12234873241576,114.59560251728693
Montserrat,0.0,0.0,0.003795961456391366,0.06161137440758294,0.06161137440758294
Morocco,110.0,-7.479007925921808,2462950.4026854653,1569.3789863144802,1495.0792479216848
Mozambique,9.0,-1.975471493945749,14697.772052084743,121.23436827931567,102.05423044052522
Myanmar,2.0,-0.5269369446140975,107288.08194145044,327.54859477862277,197.43966003822678
Namibia,10.0,-3.9722706817243703,23955.81218456415,154.77665258224235,139.68044440991378
Nauru,0.0,1.0,0.0,0.0,0.0
Nepal,94.0,-4.450750436937257,886373.5962651143,941.4741612307341,857.8581306813768
Netherlands,255.0,-0.9985382514408812,1199128.9158647493,1095.0474491385062,796.9627808932944
New Caledonia,0.0,-0.002863956154409708,0.17410645409184325,0.41726065485718067,0.1759770025639033
New Zealand,6.0,-22.142051199292823,382.0024371843493,19.544882634192238,18.42541111429598
Nicaragua,15.0,-0.2720360111493376,2419.7714391377003,49.191172370026926,35.381426381442495
Niger,5.0,-60.10680402388009,191.31799701107312,13.831774904583762,10.35248303576165
Nigeria,202.0,-5.713379225369389,113840.04347630971,337.4019020045822,296.6973068548502
Niue,0.0,1.0,0.0,0.0,0.0
North Korea,0.0,1.0,0.0,0.0,0.0
North Macedonia,51.0,-4.337920420868053,9015.376045189327,94.94933409555502,80.47273264272759
Northern Ireland,0.0,1.0,0.0,0.0,0.0
Northern Mariana Islands,0.0,-0.053295598226654084,1.0558432091871595,1.0275423150348406,0.5343949116243825
Norway,44.0,-3.0655679341400504,5772.533943609351,75.97719357550231,66.22475335400081
Oman,375.0,-0.9986243261615355,259264.53397807895,509.18025686202617,439.96845760294576
Pakistan,1319.0,-117.08402687844625,2715787.5915977503,1647.9646815383364,1442.5424484538864
Palau,0.0,1.0,0.0,0.0,0.0
Palestine,70.0,-6.173528750540646,288277.19999095454,536.914518327596,507.98920052831943
Panama,300.0,-7.283075291563389,502498.1918614396,708.8710685741376,542.6777752160832
Papua New Guinea,0.0,-0.3614674258750621,206.45788189433435,14.368642312143981,7.631945498752244
Paraguay,23.0,-4.126833501109369,349660.44724621344,591.3209342194925,543.5941263305106
Peru,1899.0,-10.160546290984954,32583930.623174038,5708.233581693556,4929.573683006915
Philippines,423.0,-9.613619825400999,12106625.723522548,3479.4576766390687,3183.0002330821226
Pitcairn,0.0,1.0,0.0,0.0,0.0
Poland,213.0,-4.673890709330144,387862.7895793767,622.7863113294774,526.1127735568391
Portugal,245.0,0.011061496337117838,42321.830300827714,205.7227024439153,169.12678556373334
Puerto Rico,40.0,-2.372315191050679,93955.72461516784,306.5219806395095,254.78247177140847
Qatar,524.0,-129.10722782623807,184785.13123541797,429.86641091787806,365.82706979544895
Reunion,3.0,-0.966240668289539,5026.064130885609,70.89473979700898,50.78967931712959
Romania,235.0,-16.623882391019073,1090996.3273523687,1044.5076961671316,1007.9715639810428
Russia,3981.0,-9.390467208200658,8630916.132020656,2937.842087659011,2354.3434076033454
Rwanda,9.0,-0.5857725201751982,4107.482386248844,64.08964336184782,40.84310483323364
Saint Barthelemy,0.0,-0.045855405489110934,8.705811698365956,2.950561251417424,0.6824644549763034
Saint Helena,0.0,1.0,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,-0.03539762134722957,0.06678189441637601,0.258421930989566,0.11071400823556833
Saint Lucia,0.0,-0.23158163030282042,0.03905580015472529,0.19762540361685613,0.14350089348147002
Saint Martin (French part),0.0,-0.14501607927670435,209.72103430209248,14.481748316487636,5.553257821447589
Saint Pierre and Miquelon,0.0,-0.07011210614865582,0.19210827382620324,0.438301578626182,0.14637557299355147
Saint Vincent and the Grenadines,0.0,-0.009643765971604434,0.2588551875132789,0.50877813191339,0.37044518685416833
Samoa,0.0,1.0,0.0,0.0,0.0
San Marino,3.0,-11.98509345965369,26.21446440981416,5.12000629001705,4.151221004565504
Sao Tome and Principe,4.0,-48.339696958310434,61.021576297270805,7.811630834676636,6.786111522449872
Saudi Arabia,1300.0,-12.21369792851116,1839238.57048947,1356.185300941383,1053.1394873872337
Scotland,0.0,1.0,0.0,0.0,0.0
Senegal,48.0,-0.5585156386863983,4242.980712062334,65.13816632407097,54.64477436537111
Serbia,119.0,-3.1075938394110967,31579.669359047184,177.70669475021808,150.27426683303995
Seychelles,1.0,-0.15157234643410966,0.9111069572432191,0.9545192283255582,0.6914845383901415
Sierra Leone,9.0,-3.271225684871336,96.37060564339099,9.816853143619445,7.542159563794014
Singapore,246.0,-0.9709930012780308,36479.00286587783,190.99477182864936,167.11569510919324
Sint Maarten (Dutch part),1.0,-0.5216267237019063,183.32473709821537,13.539746566986228,8.338284430417502
Slovakia,11.0,-0.7604687309592857,29437.214466535752,171.57276726373493,118.37078358773847
Slovenia,10.0,-1.0126087106164707,4897.427191339339,69.98162038234996,48.40069868984889
Solomon Islands,0.0,1.0,0.0,0.0,0.0
Somalia,15.0,-1.063834402851958,636.8235321999772,25.23536273169017,18.11773355961521
South Africa,2285.0,-5.358744468230751,36869002.40497888,6071.98504650488,4800.437089581968
South Korea,68.0,-0.3623172965613317,15908.285410248509,126.1280516389931,102.81298999041175
South Sudan,11.0,-4.069158781481922,231.27679333905482,15.207787259790782,13.448200863675968
Spain,1410.0,-3.8544509816065116,64763113.78047627,8047.553279132501,6760.459816871551
Sri Lanka,13.0,-0.6485277100852975,150.52418105970455,12.268829653218948,10.166646264080633
Sudan,55.0,-0.9362128149746267,3597.3626896173537,59.978018386883655,44.27248156343713
Suriname,8.0,-2.4964628880537085,3900.0887003923053,62.45069015144913,49.304906114808055
Sweden,362.0,-5.102791494841194,96781.50516318496,311.09725997376603,267.10797334591246
Switzerland,167.0,-5.557135992177755,99587.7725443231,315.57530407863527,245.2867207563697
Syria,3.0,-8.538219057794844,3130.632669873473,55.952056886887306,52.40400901250874
Taiwan,0.0,1.0,0.0,0.0,0.0
Tajikistan,35.0,-116.57068791733343,1767.5730780627432,42.04251512531979,37.762996776939666
Tanzania,2.0,0.0,43.14523004629739,6.568502877086787,4.035813577626432
Thailand,16.0,-97.35601486606785,1790.3385108595826,42.31239193025588,33.72865511941199
Timor,0.0,-0.03786898120618809,0.06359422943160734,0.25217896310280785,0.1644005904747106
Togo,4.0,-0.9816589916380651,187.38260669869294,13.688776669180228,10.013365045758182
Tokelau,0.0,1.0,0.0,0.0,0.0
Tonga,0.0,1.0,0.0,0.0,0.0
Trinidad and Tobago,1.0,-1.7846980266387305,7578.249220523398,87.05314021058285,69.50012255236781
Tunisia,7.0,-0.6896041127741437,193138.45451257876,439.47520352413375,270.0902505813416
Turkey,1185.0,-912.6045797450523,48752564.56378732,6982.303671696564,6977.257400357392
Turkmenistan,0.0,1.0,0.0,0.0,0.0
Turks and Caicos Islands,0.0,-0.7531376919483466,197.99572425148003,14.071095346542146,9.15598753629827
Tuvalu,0.0,1.0,0.0,0.0,0.0
Uganda,5.0,-1.5802232029642682,20568.768288784788,143.41815885300156,108.87506798228577
Ukraine,331.0,-5.718617997057885,4168809.7932192124,2041.766341484552,1948.714241317691
United Arab Emirates,285.0,-0.15962594515251394,86793.4326757708,294.6072515668459,255.0344047393756
United Kingdom,1441.0,0.20094251829904997,3847304.077679566,1961.454582109809,1281.0610560385398
United States,21284.0,-13.997197479275682,1061102346.6032197,32574.565946505256,25058.87543937488
United States Virgin Islands,2.0,-0.935044684820227,420.399248472494,20.503639883505905,14.237114538812227
Uruguay,6.0,-1.3995748987892962,106.66081405803604,10.327672247802795,8.139818677890242
Uzbekistan,112.0,-9.161697177310518,248621.37563379845,498.61946977008273,430.13244359551015
Vanuatu,0.0,1.0,0.0,0.0,0.0
Vatican,0.0,0.0,0.0032344286965701563,0.05687203791469193,0.05687203791469195
Venezuela,81.0,-11.974023941506058,787152.4492993691,887.2161232187843,849.376117579878
Vietnam,2.0,-0.02028074073418007,163.45824246702298,12.785078899522794,7.855148552352738
Wales,0.0,1.0,0.0,0.0,0.0
Wallis and Futuna,0.0,1.0,0.0,0.0,0.0
Yemen,8.0,-0.9090008346690834,62.02687957892005,7.875714544022025,6.522756221881316
Zambia,26.0,-2.1513995256412732,32878.00159815538,181.32292077438908,134.75507818670988
Zimbabwe,15.0,-1.0337072662063655,13720.597090189956,117.13495247017414,78.01642200957896
